"","Em_innitials","Endosperm","SC_endothelium","SC_epidermis","SC_hillum_parenchyma","SC_hillum_vasculature","SC_inner_integument","SC_parenchyma","SC_phloem"
"Legume.fam3.01581_Glyma.09G266500",0,0,1,0,0,0,1,0,0
"Legume.fam3.01581_Glyma.18G224200",0,0,0,1,0,0,0,0,0
"Legume.fam3.01581_Glyma.07G081600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01581_Glyma.03G019700",0,0,0,0,1,0,0,0,0
"Legume.fam3.01583_Glyma.07G142000",0,0,0,0,0,0,0,0,1
"Legume.fam3.01583_Glyma.18G192800",0,0,0,1,1,0,0,0,0
"Legume.fam3.01583_Glyma.03G073768",1,1,0,0,0,0,0,0,0
"Legume.fam3.01583_Glyma.01G108000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01595_Glyma.08G005600",1,0,0,0,0,0,0,0,0
"Legume.fam3.01595_Glyma.05G198300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01595_Glyma.04G204400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01595_Glyma.06G161200",0,0,0,0,0,0,0,1,0
"Legume.fam3.01614_Glyma.15G148800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01614_Glyma.09G044300",0,0,0,0,0,0,1,0,0
"Legume.fam3.01614_Glyma.17G027200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01614_Glyma.07G246800",0,0,0,0,0,0,1,0,0
"Legume.fam3.01617_Glyma.09G034500",0,0,0,0,0,1,0,0,1
"Legume.fam3.01617_Glyma.15G139200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01617_Glyma.07G238300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01617_Glyma.17G035200",0,0,0,0,0,0,0,0,1
"Legume.fam3.01618_Glyma.17G040000",0,0,0,0,0,0,1,0,0
"Legume.fam3.01618_Glyma.07G234500",0,0,1,0,0,0,1,0,0
"Legume.fam3.01618_Glyma.15G189200",0,0,0,0,0,1,0,0,0
"Legume.fam3.01618_Glyma.09G081800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01631_Glyma.02G059200",0,0,0,0,0,0,1,0,0
"Legume.fam3.01631_Glyma.16G142100",0,0,0,0,0,0,1,0,0
"Legume.fam3.01631_Glyma.01G178500",0,1,0,0,0,0,1,0,0
"Legume.fam3.01631_Glyma.11G063700",0,0,0,0,0,0,1,0,0
"Legume.fam3.01633_Glyma.11G054200",0,0,0,0,0,0,0,0,1
"Legume.fam3.01633_Glyma.01G187900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01633_Glyma.17G170900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01633_Glyma.05G093000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01634_Glyma.11G053900",1,0,0,0,0,0,1,0,0
"Legume.fam3.01634_Glyma.01G188200",0,0,0,0,0,1,0,0,0
"Legume.fam3.01634_Glyma.17G170600",0,0,0,1,0,0,0,0,0
"Legume.fam3.01634_Glyma.05G091800",0,0,0,1,0,0,0,0,0
"Legume.fam3.01639_Glyma.17G135500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01639_Glyma.05G053100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01639_Glyma.11G029600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01639_Glyma.01G212200",0,0,1,0,0,0,1,0,0
"Legume.fam3.01648_Glyma.12G193600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01648_Glyma.13G308900",0,0,0,1,0,0,0,0,0
"Legume.fam3.01648_Glyma.12G098600",0,0,0,1,0,0,0,0,0
"Legume.fam3.01648_Glyma.06G306000",0,0,0,1,0,0,0,0,0
"Legume.fam3.01649_Glyma.01G097900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01649_Glyma.08G273400",0,0,1,0,0,0,0,0,0
"Legume.fam3.01649_Glyma.09G203400",0,0,1,0,0,0,0,0,0
"Legume.fam3.01649_Glyma.01G019300",0,0,1,0,0,0,1,0,0
"Legume.fam3.01650_Glyma.01G022500",1,1,0,0,0,0,0,0,0
"Legume.fam3.01650_Glyma.09G199800",1,1,0,0,0,0,0,0,0
"Legume.fam3.01650_Glyma.18G148000",0,1,0,0,0,0,0,0,0
"Legume.fam3.01650_Glyma.08G279000",0,1,0,0,0,0,0,0,0
"Legume.fam3.01652_Glyma.12G096300",0,0,0,1,0,0,0,0,0
"Legume.fam3.01652_Glyma.06G308600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01652_Glyma.12G190700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01652_Glyma.13G311000",0,0,0,1,0,0,0,0,0
"Legume.fam3.01656_Glyma.08G291000",0,0,0,0,0,0,0,0,1
"Legume.fam3.01656_Glyma.18G133100",0,0,0,0,0,0,0,0,1
"Legume.fam3.01656_Glyma.01G035600",0,0,0,0,0,0,0,0,1
"Legume.fam3.01656_Glyma.02G030200",0,0,0,0,0,0,0,1,0
"Legume.fam3.01664_Glyma.11G191900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01664_Glyma.12G082400",0,1,0,0,0,0,0,0,0
"Legume.fam3.01664_Glyma.12G179300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01664_Glyma.13G321300",0,0,0,0,0,0,1,0,0
"Legume.fam3.01667_Glyma.13G325100",0,0,0,0,0,0,1,0,0
"Legume.fam3.01667_Glyma.12G174200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01667_Glyma.12G076500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01667_Glyma.11G145400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01674_Glyma.18G119600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01674_Glyma.08G300700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01674_Glyma.01G046700",0,0,1,0,0,0,0,0,0
"Legume.fam3.01674_Glyma.02G106900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01679_Glyma.15G116300",0,0,1,0,0,0,0,0,0
"Legume.fam3.01679_Glyma.09G011800",0,0,0,1,0,0,0,0,0
"Legume.fam3.01679_Glyma.07G266500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01679_Glyma.17G007600",0,0,1,0,0,0,1,0,0
"Legume.fam3.01686_Glyma.09G034800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01686_Glyma.15G139500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01686_Glyma.17G034500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01686_Glyma.07G239000",0,0,0,0,0,0,1,0,0
"Legume.fam3.01687_Glyma.10G003400",0,0,0,0,0,0,0,0,1
"Legume.fam3.01687_Glyma.02G005100",0,0,0,0,0,0,0,0,1
"Legume.fam3.01687_Glyma.10G244600",0,0,0,0,0,0,0,0,1
"Legume.fam3.01687_Glyma.20G149800",0,0,0,0,1,1,0,0,0
"Legume.fam3.01690_Glyma.06G296800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01690_Glyma.12G108400",0,0,0,0,0,0,1,0,0
"Legume.fam3.01690_Glyma.12G202201",0,0,0,0,0,0,0,0,0
"Legume.fam3.01690_Glyma.13G300000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01692_Glyma.09G017000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01692_Glyma.15G122600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01692_Glyma.17G003900",0,0,0,0,0,1,0,0,0
"Legume.fam3.01692_Glyma.07G269900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01693_Glyma.08G100100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01693_Glyma.05G143800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01693_Glyma.13G221400",0,0,0,0,0,1,0,0,0
"Legume.fam3.01693_Glyma.15G091000",0,0,0,0,0,1,0,0,0
"Legume.fam3.01707_Glyma.20G168800",0,0,0,0,0,0,0,0,1
"Legume.fam3.01707_Glyma.10G222900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01707_Glyma.02G079900",0,0,1,0,0,0,0,0,0
"Legume.fam3.01707_Glyma.16G164500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01719_Glyma.08G243100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01719_Glyma.18G265200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01719_Glyma.19G028600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01719_Glyma.13G057600",1,0,0,0,0,0,0,0,0
"Legume.fam3.01722_Glyma.20G156200",0,0,1,0,0,1,1,0,0
"Legume.fam3.01722_Glyma.10G238300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01722_Glyma.09G143900",0,0,0,0,0,0,0,1,0
"Legume.fam3.01722_Glyma.16G196900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01728_Glyma.05G247300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01728_Glyma.08G055700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01728_Glyma.09G173800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01728_Glyma.07G103500",0,0,0,0,0,1,0,0,0
"Legume.fam3.01747_Glyma.03G185200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01747_Glyma.19G185700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01747_Glyma.10G058900",0,0,0,0,0,0,1,0,0
"Legume.fam3.01747_Glyma.13G145700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01749_Glyma.19G201000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01749_Glyma.03G203600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01749_Glyma.10G083500",0,0,1,0,0,0,0,0,0
"Legume.fam3.01749_Glyma.02G193700",0,0,1,0,0,0,1,0,0
"Legume.fam3.01750_Glyma.02G193200",0,1,0,0,0,0,0,0,0
"Legume.fam3.01750_Glyma.10G083700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01750_Glyma.03G203900",0,0,1,0,0,0,0,0,0
"Legume.fam3.01750_Glyma.19G201300",0,0,0,1,0,0,0,0,0
"Legume.fam3.01753_Glyma.02G174800",0,0,0,1,0,0,0,0,0
"Legume.fam3.01753_Glyma.10G093600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01753_Glyma.03G141200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01753_Glyma.19G143900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01767_Glyma.20G236200",0,0,1,0,0,0,1,0,0
"Legume.fam3.01767_Glyma.10G152200",0,0,1,0,0,0,1,0,0
"Legume.fam3.01767_Glyma.19G233900",0,0,0,1,0,0,0,0,0
"Legume.fam3.01767_Glyma.03G236300",0,0,1,0,0,0,0,0,0
"Legume.fam3.01768_Glyma.19G235500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01768_Glyma.03G238100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01768_Glyma.20G233900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01768_Glyma.10G154400",0,1,0,0,0,0,0,0,0
"Legume.fam3.01769_Glyma.10G160400",0,0,0,0,0,0,1,0,0
"Legume.fam3.01769_Glyma.20G228000",0,0,0,0,0,0,1,0,0
"Legume.fam3.01769_Glyma.19G242900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01769_Glyma.03G245500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01785_Glyma.06G010600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01785_Glyma.04G010800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01785_Glyma.11G115200",0,1,0,0,0,0,0,0,0
"Legume.fam3.01785_Glyma.12G041000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01793_Glyma.14G060700",0,0,0,0,0,1,0,0,0
"Legume.fam3.01793_Glyma.02G255800",0,0,1,0,1,0,1,0,0
"Legume.fam3.01793_Glyma.11G228300",1,1,0,0,0,0,0,0,0
"Legume.fam3.01793_Glyma.18G029000",0,1,1,0,0,0,0,0,0
"Legume.fam3.01794_Glyma.02G254300",0,0,0,0,0,0,0,0,1
"Legume.fam3.01794_Glyma.14G062100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01794_Glyma.11G227300",0,0,0,0,0,0,1,0,0
"Legume.fam3.01794_Glyma.18G030200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01806_Glyma.14G191700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01806_Glyma.02G224900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01806_Glyma.18G065200",0,0,0,0,0,0,0,0,1
"Legume.fam3.01806_Glyma.11G176500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01815_Glyma.18G051100",0,0,0,0,0,0,0,1,0
"Legume.fam3.01815_Glyma.11G199700",0,1,0,0,0,0,0,0,0
"Legume.fam3.01815_Glyma.02G237000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01815_Glyma.14G206000",0,0,1,0,0,0,0,0,0
"Legume.fam3.01820_Glyma.07G268700",0,0,0,0,0,0,0,0,1
"Legume.fam3.01820_Glyma.17G005100",0,0,0,0,0,0,0,0,1
"Legume.fam3.01820_Glyma.15G120800",0,0,0,1,0,0,0,0,0
"Legume.fam3.01820_Glyma.09G015100",0,0,0,0,0,0,1,0,0
"Legume.fam3.01825_Glyma.15G067300",0,0,1,0,0,0,0,0,0
"Legume.fam3.01825_Glyma.13G246600",0,1,1,0,0,0,0,0,0
"Legume.fam3.01825_Glyma.07G189900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01825_Glyma.08G059300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01830_Glyma.13G240800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01830_Glyma.15G072700",0,0,0,1,0,0,0,0,0
"Legume.fam3.01830_Glyma.07G195400",0,0,1,0,0,0,1,0,0
"Legume.fam3.01830_Glyma.13G180900",0,0,1,0,0,0,0,0,0
"Legume.fam3.01839_Glyma.07G070500",0,0,0,0,0,0,0,0,1
"Legume.fam3.01839_Glyma.03G009000",0,0,1,0,0,0,1,0,1
"Legume.fam3.01839_Glyma.18G233100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01839_Glyma.09G259200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01844_Glyma.15G025900",0,0,0,0,0,0,1,0,0
"Legume.fam3.01844_Glyma.13G348100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01844_Glyma.08G190300",0,0,0,0,0,0,0,0,0
"Legume.fam3.01844_Glyma.07G007600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01845_Glyma.07G008400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01845_Glyma.08G191400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01845_Glyma.13G348400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01845_Glyma.15G025400",1,0,0,0,0,0,0,0,0
"Legume.fam3.01848_Glyma.07G144200",0,1,0,0,0,0,0,0,0
"Legume.fam3.01848_Glyma.18G195400",0,1,0,0,0,0,0,0,0
"Legume.fam3.01848_Glyma.01G110400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01848_Glyma.03G076100",0,1,0,0,0,0,0,0,0
"Legume.fam3.01863_Glyma.12G221500",0,1,0,0,0,0,0,0,0
"Legume.fam3.01863_Glyma.13G279900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01863_Glyma.12G149100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01863_Glyma.06G248900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01865_Glyma.12G219400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01865_Glyma.13G281900",1,0,0,0,0,0,0,0,0
"Legume.fam3.01865_Glyma.06G254500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01865_Glyma.12G147000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01866_Glyma.12G215200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01866_Glyma.13G286400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01866_Glyma.06G266500",0,0,0,0,1,0,0,1,0
"Legume.fam3.01866_Glyma.12G136600",0,0,0,0,0,0,0,1,0
"Legume.fam3.01913_Glyma.01G040400",0,0,1,0,0,0,1,0,0
"Legume.fam3.01913_Glyma.02G024200",0,0,1,0,0,0,1,0,0
"Legume.fam3.01913_Glyma.18G128200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01913_Glyma.08G294800",0,0,1,0,0,0,0,0,0
"Legume.fam3.01914_Glyma.20G033900",1,0,0,0,0,0,0,0,0
"Legume.fam3.01914_Glyma.07G229000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01914_Glyma.01G050100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01914_Glyma.02G109100",0,0,0,0,0,0,1,0,0
"Legume.fam3.01924_Glyma.11G145854",0,0,0,0,0,0,0,0,0
"Legume.fam3.01924_Glyma.12G074700",0,0,0,0,0,0,1,0,0
"Legume.fam3.01924_Glyma.15G042700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01924_Glyma.13G331400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01932_Glyma.02G105600",0,0,0,0,0,0,1,0,0
"Legume.fam3.01932_Glyma.01G045100",0,0,0,0,0,0,0,0,0
"Legume.fam3.01932_Glyma.08G298900",0,0,0,0,0,0,0,0,0
"Legume.fam3.01932_Glyma.18G122000",0,0,0,0,0,0,0,0,0
"Legume.fam3.01937_Glyma.20G142200",0,1,0,0,0,0,0,0,0
"Legume.fam3.01937_Glyma.10G251300",0,1,0,0,0,0,0,0,0
"Legume.fam3.01937_Glyma.11G003400",0,0,1,1,0,0,0,0,0
"Legume.fam3.01937_Glyma.01G240100",0,0,1,1,0,0,0,0,0
"Legume.fam3.01948_Glyma.11G127100",0,0,1,0,0,0,1,0,0
"Legume.fam3.01948_Glyma.12G051700",0,0,1,1,0,0,0,0,0
"Legume.fam3.01948_Glyma.13G344700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01948_Glyma.15G029500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01955_Glyma.13G288600",0,1,0,0,0,0,0,0,0
"Legume.fam3.01955_Glyma.12G213100",0,1,0,0,0,0,0,0,0
"Legume.fam3.01955_Glyma.06G270200",0,0,0,0,0,0,0,0,0
"Legume.fam3.01955_Glyma.12G134500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01958_Glyma.17G178800",0,1,0,0,0,0,0,0,0
"Legume.fam3.01958_Glyma.05G081900",0,1,0,0,0,0,1,0,0
"Legume.fam3.01958_Glyma.11G058800",0,0,0,0,0,0,0,0,0
"Legume.fam3.01958_Glyma.01G183500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01961_Glyma.01G236400",0,0,0,0,0,0,1,0,0
"Legume.fam3.01961_Glyma.11G006800",0,0,0,0,0,0,0,0,1
"Legume.fam3.01961_Glyma.10G245400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01961_Glyma.20G149200",0,0,0,0,0,1,0,0,0
"Legume.fam3.01968_Glyma.08G232600",1,0,0,0,0,0,0,0,0
"Legume.fam3.01968_Glyma.15G217500",1,0,0,0,0,0,0,0,0
"Legume.fam3.01968_Glyma.08G161000",0,0,1,0,0,0,1,0,0
"Legume.fam3.01968_Glyma.15G266600",0,0,0,0,0,0,0,0,0
"Legume.fam3.01973_Glyma.13G196200",0,0,0,0,0,1,0,0,1
"Legume.fam3.01973_Glyma.15G234300",0,0,0,0,1,1,0,0,1
"Legume.fam3.01973_Glyma.11G157000",0,0,0,0,0,1,0,0,1
"Legume.fam3.01973_Glyma.04G136000",1,0,0,0,0,1,0,0,0
"Legume.fam3.01976_Glyma.20G170500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01976_Glyma.10G221000",1,0,0,0,0,0,0,0,0
"Legume.fam3.01976_Glyma.16G161500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01976_Glyma.02G078700",0,0,0,0,0,0,0,0,0
"Legume.fam3.01979_Glyma.18G260400",0,0,0,0,0,0,0,0,0
"Legume.fam3.01979_Glyma.09G237100",0,1,0,0,0,0,0,0,0
"Legume.fam3.01979_Glyma.19G023000",0,1,0,0,0,0,0,0,0
"Legume.fam3.01979_Glyma.13G062600",0,1,0,0,0,0,0,0,0
"Legume.fam3.01998_Glyma.10G031900",0,0,0,0,0,1,0,0,1
"Legume.fam3.01998_Glyma.02G142500",0,0,0,0,0,0,0,0,0
"Legume.fam3.01998_Glyma.03G158700",0,0,0,0,1,1,0,0,0
"Legume.fam3.01998_Glyma.19G161100",0,0,0,0,1,1,0,0,0
"Legume.fam3.02004_Glyma.19G199500",0,0,1,0,0,0,1,0,0
"Legume.fam3.02004_Glyma.03G202300",0,0,1,0,0,0,1,0,0
"Legume.fam3.02004_Glyma.10G081700",0,0,1,0,0,0,0,0,0
"Legume.fam3.02004_Glyma.02G196500",0,0,0,0,0,0,0,0,1
"Legume.fam3.02005_Glyma.02G166500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02005_Glyma.10G087300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02005_Glyma.19G202800",0,1,0,0,0,0,0,0,0
"Legume.fam3.02005_Glyma.03G205300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02006_Glyma.09G110100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02006_Glyma.02G171900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02006_Glyma.19G148700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02006_Glyma.03G145500",0,0,0,0,0,0,1,0,0
"Legume.fam3.02010_Glyma.10G093100",0,1,0,0,0,0,0,0,0
"Legume.fam3.02010_Glyma.02G175700",0,1,0,0,0,0,0,0,0
"Legume.fam3.02010_Glyma.03G141700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02010_Glyma.19G144200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02012_Glyma.03G134200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02012_Glyma.19G136400",0,0,1,0,0,0,1,0,0
"Legume.fam3.02012_Glyma.02G186100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02012_Glyma.10G107700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02024_Glyma.10G164100",1,0,0,0,0,0,0,1,0
"Legume.fam3.02024_Glyma.20G226500",1,0,0,0,1,0,0,0,0
"Legume.fam3.02024_Glyma.19G246600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02024_Glyma.03G249000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02025_Glyma.09G216900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02025_Glyma.01G151700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02025_Glyma.16G076000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02025_Glyma.16G107700",0,0,0,1,0,0,0,0,0
"Legume.fam3.02027_Glyma.04G159200",0,0,0,0,0,0,1,0,0
"Legume.fam3.02027_Glyma.06G205900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02027_Glyma.17G081400",0,1,0,0,0,0,0,0,0
"Legume.fam3.02027_Glyma.05G018500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02034_Glyma.04G245800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02034_Glyma.06G117300",0,0,0,0,0,0,0,0,0
"Legume.fam3.02034_Glyma.13G032400",0,0,0,0,0,0,1,0,0
"Legume.fam3.02034_Glyma.14G154600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02036_Glyma.04G253000",0,0,0,0,0,0,0,0,0
"Legume.fam3.02036_Glyma.06G109500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02036_Glyma.13G083300",0,1,0,0,0,0,0,0,0
"Legume.fam3.02036_Glyma.14G164600",0,0,0,0,0,0,0,0,0
"Legume.fam3.02039_Glyma.14G135400",1,0,0,0,0,0,0,0,0
"Legume.fam3.02039_Glyma.17G197500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02039_Glyma.04G076200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02039_Glyma.06G077400",0,0,1,0,0,0,0,0,0
"Legume.fam3.02042_Glyma.17G222700",0,0,0,1,0,0,0,0,0
"Legume.fam3.02042_Glyma.14G102700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02042_Glyma.06G061700",0,1,0,0,0,0,0,0,0
"Legume.fam3.02042_Glyma.04G061100",0,1,0,0,0,0,0,0,0
"Legume.fam3.02050_Glyma.14G082200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02050_Glyma.17G243100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02050_Glyma.04G038000",0,0,0,0,0,0,1,0,0
"Legume.fam3.02050_Glyma.06G039000",0,1,0,0,0,0,0,0,0
"Legume.fam3.02070_Glyma.18G114900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02070_Glyma.08G304200",1,0,0,0,0,0,0,0,0
"Legume.fam3.02070_Glyma.14G031800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02070_Glyma.02G282500",1,0,0,0,0,0,0,0,0
"Legume.fam3.02081_Glyma.02G227000",0,0,0,0,0,0,0,0,1
"Legume.fam3.02081_Glyma.14G194100",0,0,0,0,0,0,0,0,1
"Legume.fam3.02081_Glyma.11G174400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02081_Glyma.18G062200",0,0,0,0,0,0,0,0,1
"Legume.fam3.02083_Glyma.18G106800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02083_Glyma.08G309500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02083_Glyma.02G286800",0,0,1,0,0,0,0,0,0
"Legume.fam3.02083_Glyma.14G028100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02103_Glyma.18G237100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02103_Glyma.09G255700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02103_Glyma.16G032700",0,1,0,0,0,0,0,0,0
"Legume.fam3.02103_Glyma.07G066600",0,1,0,0,0,0,0,0,0
"Legume.fam3.02112_Glyma.18G224000",0,1,0,0,0,0,0,0,0
"Legume.fam3.02112_Glyma.09G266600",0,1,0,0,0,0,0,0,0
"Legume.fam3.02112_Glyma.03G020800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02112_Glyma.07G082700",0,0,0,0,0,0,0,0,0
"Legume.fam3.02113_Glyma.18G251800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02113_Glyma.09G242900",0,0,0,0,0,0,0,0,1
"Legume.fam3.02113_Glyma.03G111200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02113_Glyma.07G114400",0,0,1,0,0,0,1,0,0
"Legume.fam3.02115_Glyma.07G139500",0,0,0,0,0,0,0,0,0
"Legume.fam3.02115_Glyma.18G190100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02115_Glyma.01G105900",0,0,0,1,0,0,0,0,0
"Legume.fam3.02115_Glyma.03G073600",0,0,0,0,0,0,0,1,0
"Legume.fam3.02118_Glyma.16G024200",0,0,0,0,0,0,0,0,0
"Legume.fam3.02118_Glyma.07G055500",0,0,1,0,0,0,0,0,0
"Legume.fam3.02118_Glyma.19G256100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02118_Glyma.03G257600",0,0,1,0,0,0,0,0,0
"Legume.fam3.02123_Glyma.07G141900",0,0,0,0,0,0,0,0,0
"Legume.fam3.02123_Glyma.18G192400",0,0,0,0,0,0,0,0,0
"Legume.fam3.02123_Glyma.01G107000",0,0,0,0,0,0,0,0,1
"Legume.fam3.02123_Glyma.03G073760",0,1,1,0,0,0,0,0,0
"Legume.fam3.02136_Glyma.08G008100",0,0,0,0,0,0,0,0,0
"Legume.fam3.02136_Glyma.05G200800",0,0,0,0,0,0,0,0,0
"Legume.fam3.02136_Glyma.04G200600",0,0,1,0,0,0,0,0,0
